batch_id,type,user_count,produced_size_kb,ts0_generated,ts1_serialized,ts2_produced,ts3_created,ts4_consumed,ts5_deserialized,consumed_size_kb,serialize_duration,produce_duration,consume_duration,deserialize_duration,throughput_kbps
278,proto,100,7.81640625,1718372908.36357,1718372908.36357,1718372908.36905,1718372908.363,1718372908.37089,1718372908.37148,7.81640625,0.0,0.00547957420349121,0.0078885555267334,0.000591754913330078,990.853930546741
279,proto,100,7.8134765625,1718372908.87013,1718372908.87106,1718372908.87585,1718372908.871,1718372908.87787,1718372908.8784,7.8134765625,0.000927925109863281,0.004791259765625,0.00686764717102051,0.000534534454345703,1137.72247873633
280,proto,100,7.8095703125,1718372909.37726,1718372909.37826,1718372909.38384,1718372909.378,1718372909.38621,1718372909.38621,7.8095703125,0.00099492073059082,0.00557613372802734,0.00821018218994141,0.0,951.205482634452
281,proto,100,7.8154296875,1718372909.88508,1718372909.88608,1718372909.89484,1718372909.886,1718372909.89752,1718372909.89752,7.8154296875,0.00100278854370117,0.0087578296661377,0.0115232467651367,0.0,678.23156500869
282,proto,100,7.8125,1718372910.39649,1718372910.39834,1718372910.40509,1718372910.398,1718372910.40509,1718372910.40509,7.8125,0.00185465812683105,0.00674581527709961,0.00708580017089844,0.0,1102.55720053836
283,proto,100,7.810546875,1718372910.90765,1718372910.90869,1718372910.91321,1718372910.908,1718372910.91534,1718372910.91568,7.810546875,0.00104665756225586,0.00451922416687012,0.00733685493469238,0.00033879280090332,1064.5633509895
284,proto,100,7.810546875,1718372911.41559,1718372911.41559,1718372911.42098,1718372911.415,1718372911.42293,1718372911.42293,7.810546875,0.0,0.00538921356201172,0.00793075561523438,0.0,984.842712842713
285,proto,100,7.8154296875,1718372911.9221,1718372911.9221,1718372911.92726,1718372911.922,1718372911.93264,1718372911.93264,7.8154296875,0.0,0.00516390800476074,0.0106384754180908,0.0,734.638130028462
286,proto,100,7.8115234375,1718372912.42853,1718372912.42913,1718372912.43466,1718372912.429,1718372912.43524,1718372912.43563,7.8115234375,0.000591039657592773,0.00553297996520996,0.00623703002929688,0.000391960144042969,1252.44281345566
287,proto,100,7.80859375,1718372912.93495,1718372912.9359,1718372912.94083,1718372912.935,1718372912.94587,1718372912.94672,7.80859375,0.000951051712036133,0.00493359565734863,0.0108728408813477,0.000844001770019531,718.174195246031
288,proto,100,7.810546875,1718372913.44249,1718372913.44249,1718372913.44937,1718372913.442,1718372913.44937,1718372913.44937,7.810546875,0.0,0.00688242912292481,0.00737261772155762,0.0,1059.39941144132
289,proto,100,7.80859375,1718372913.95114,1718372913.95114,1718372913.95689,1718372913.951,1718372913.95886,1718372913.95886,7.80859375,0.0,0.00575876235961914,0.00785613059997559,0.0,993.94907590058
290,proto,100,7.8154296875,1718372914.45859,1718372914.45859,1718372914.46425,1718372914.458,1718372914.46689,1718372914.46743,7.8154296875,0.0,0.00565147399902344,0.00888562202453613,0.000545740127563477,879.559097373152
291,proto,100,7.810546875,1718372914.96538,1718372914.96634,1718372914.97148,1718372914.966,1718372914.97538,1718372914.97594,7.810546875,0.000959157943725586,0.00513648986816406,0.00938010215759277,0.000561237335205078,832.671834888036
292,proto,100,7.8115234375,1718372915.47322,1718372915.47422,1718372915.47937,1718372915.474,1718372915.48349,1718372915.48349,7.8115234375,0.00100469589233398,0.00514459609985352,0.00949358940124512,0.0,822.820864411462
293,proto,100,7.8095703125,1718372915.98999,1718372915.991,1718372916.00368,1718372915.99,1718372916.00368,1718372916.00368,7.8095703125,0.00100111961364746,0.0126810073852539,0.013676643371582,0.0,571.015131441322
294,proto,100,7.8134765625,1718372916.50417,1718372916.50417,1718372916.51059,1718372916.504,1718372916.51114,1718372916.51126,7.8134765625,0.0,0.00641465187072754,0.00713610649108887,0.000126838684082031,1094.92151949484
295,proto,100,7.8125,1718372917.01266,1718372917.01266,1718372917.01764,1718372917.012,1718372917.01913,1718372917.01976,7.8125,0.0,0.00498437881469727,0.00713181495666504,0.000626087188720703,1095.44345267944
296,proto,100,7.8095703125,1718372917.51909,1718372917.51967,1718372917.52425,1718372917.519,1718372917.53025,1718372917.53025,7.8095703125,0.000578165054321289,0.00458240509033203,0.0112478733062744,0.0,694.315280751214
297,proto,100,7.8193359375,1718372918.02541,1718372918.02541,1718372918.03137,1718372918.025,1718372918.03209,1718372918.0322,7.8193359375,0.0,0.0059659481048584,0.00709438323974609,0.000107765197753906,1102.18685307165
298,proto,100,7.8095703125,1718372918.53173,1718372918.53272,1718372918.53827,1718372918.532,1718372918.5398,1718372918.5398,7.8095703125,0.000988483428955078,0.00555062294006348,0.00780248641967773,0.0,1000.90790197397
299,proto,100,7.80859375,1718372919.03912,1718372919.04011,1718372919.04593,1718372919.04,1718372919.04843,1718372919.04898,7.80859375,0.000989198684692383,0.00581479072570801,0.00843191146850586,0.000551939010620117,926.076344511678
300,proto,100,7.8125,1718372919.5474,1718372919.54763,1718372919.55309,1718372919.547,1718372919.55309,1718372919.55374,7.8125,0.000226020812988281,0.00545954704284668,0.00608515739440918,0.000658512115478516,1283.86161501391
301,json,500,81.9775390625,1718372920.18023,1718372920.18592,1718372920.20092,1718372920.185,1718372920.20739,1718372920.217,81.9775390625,0.00569534301757813,0.0149962902069092,0.0223939418792725,0.00960969924926758,3660.70160869612
302,json,500,81.990234375,1718372920.70249,1718372920.70249,1718372920.7136,1718372920.702,1718372920.71941,1718372920.72511,81.990234375,0.0,0.0111119747161865,0.0174102783203125,0.00569701194763184,4709.30061349693
303,json,500,82.0078125,1718372921.21496,1718372921.21797,1718372921.22902,1718372921.217,1718372921.23675,1718372921.2433,82.0078125,0.00300407409667969,0.0110542774200439,0.0197529792785645,0.00654816627502441,4151.66802655401
304,json,500,81.982421875,1718372921.73098,1718372921.73298,1718372921.7414,1718372921.732,1718372921.75208,1718372921.75713,81.982421875,0.00199437141418457,0.00842452049255371,0.0200796127319336,0.00504779815673828,4082.86867727381
305,json,500,81.9921875,1718372922.24261,1718372922.2449,1718372922.25515,1718372922.244,1718372922.25976,1718372922.26304,81.9921875,0.002288818359375,0.010249137878418,0.0157566070556641,0.00328707695007324,5203.67025783803
306,json,500,81.98046875,1718372922.75684,1718372922.75889,1718372922.76708,1718372922.758,1718372922.77162,1718372922.77578,81.98046875,0.00204181671142578,0.0081934928894043,0.013615608215332,0.00416827201843262,6021.06548994887
307,json,500,81.9921875,1718372923.26901,1718372923.27087,1718372923.27866,1718372923.27,1718372923.28883,1718372923.29308,81.9921875,0.00185775756835938,0.00779199600219727,0.0188255310058594,0.00425887107849121,4355.37183383992
308,json,500,82.001953125,1718372923.77977,1718372923.78215,1718372923.79306,1718372923.782,1718372923.79703,1718372923.80228,82.001953125,0.00238347053527832,0.0109078884124756,0.0150299072265625,0.00524783134460449,5455.91878172589
309,json,500,81.9921875,1718372924.29338,1718372924.29603,1718372924.30521,1718372924.296,1718372924.31226,1718372924.31705,81.9921875,0.00264596939086914,0.00917577743530273,0.0162560939788818,0.00479483604431152,5043.78158778581
310,json,500,82.0048828125,1718372924.80679,1718372924.80882,1718372924.81803,1718372924.808,1718372924.82678,1718372924.82933,82.0048828125,0.00203418731689453,0.00920367240905762,0.0187768936157227,0.00255060195922852,4367.32957488953
311,json,500,81.98828125,1718372925.31866,1718372925.32138,1718372925.33,1718372925.321,1718372925.33489,1718372925.33846,81.98828125,0.00272774696350098,0.00861549377441406,0.0138919353485107,0.00356316566467285,5901.86170559665
312,json,500,81.9853515625,1718372925.83075,1718372925.83514,1718372925.85001,1718372925.835,1718372925.85796,1718372925.86269,81.9853515625,0.00439691543579102,0.0148704051971436,0.0229601860046387,0.00473284721374512,3570.76164565637
313,json,500,81.986328125,1718372926.35077,1718372926.35077,1718372926.36099,1718372926.35,1718372926.36654,1718372926.37143,81.986328125,0.0,0.0102200508117676,0.0165379047393799,0.00488805770874023,4957.47976645282
314,json,500,81.998046875,1718372926.8626,1718372926.86458,1718372926.874,1718372926.864,1718372926.87963,1718372926.8826,81.998046875,0.00198245048522949,0.00942206382751465,0.0156285762786865,0.00297069549560547,5246.6741315922
315,json,500,81.9921875,1718372927.37596,1718372927.37774,1718372927.38977,1718372927.378,1718372927.4029,1718372927.40759,81.9921875,0.00178122520446777,0.0120294094085693,0.0248959064483643,0.00469756126403809,3293.40036965744
316,json,500,81.9970703125,1718372927.89116,1718372927.89319,1718372927.90177,1718372927.893,1718372927.91063,1718372927.91389,81.9970703125,0.00203156471252441,0.00858163833618164,0.0176258087158203,0.00326776504516602,4652.10258630018
317,json,500,81.978515625,1718372928.4041,1718372928.4061,1718372928.41458,1718372928.406,1718372928.42537,1718372928.42837,81.978515625,0.00199532508850098,0.00847887992858887,0.019366979598999,0.00300121307373047,4232.9014292573
318,json,500,81.9921875,1718372928.91606,1718372928.91812,1718372928.92506,1718372928.918,1718372928.93006,1718372928.93306,81.9921875,0.00205588340759277,0.00693941116333008,0.0120589733123779,0.0030052661895752,6799.26768026256
319,json,500,81.9921875,1718372929.42707,1718372929.42912,1718372929.43821,1718372929.429,1718372929.44228,1718372929.44481,81.9921875,0.00204634666442871,0.00908613204956055,0.0132761001586914,0.00253033638000488,6175.92414338051
320,json,500,81.9853515625,1718372929.93922,1718372929.9417,1718372929.95045,1718372929.941,1718372929.95531,1718372929.95803,81.9853515625,0.00248193740844727,0.00874614715576172,0.0143091678619385,0.00272154808044434,5729.56808904144
321,json,500,81.9892578125,1718372930.45105,1718372930.45309,1718372930.46298,1718372930.453,1718372930.4676,1718372930.47271,81.9892578125,0.00203251838684082,0.00989866256713867,0.0146026611328125,0.00510644912719727,5614.67920585162
322,json,500,81.9921875,1718372930.96496,1718372930.96671,1718372930.97526,1718372930.966,1718372930.98324,1718372930.98946,81.9921875,0.00174856185913086,0.00854873657226563,0.0172357559204102,0.0062255859375,4757.09843412826
323,json,500,81.9921875,1718372931.4768,1718372931.4788,1718372931.48768,1718372931.478,1718372931.49289,1718372931.49818,81.9921875,0.0019984245300293,0.00888538360595703,0.0148880481719971,0.00529241561889648,5507.24893906638
324,json,500,81.998046875,1718372931.98813,1718372931.99214,1718372932.01245,1718372931.992,1718372932.02386,1718372932.02727,81.998046875,0.00400781631469727,0.0203139781951904,0.0318634510040283,0.00340151786804199,2573.42015039844
325,json,500,81.9931640625,1718372932.5147,1718372932.5168,1718372932.52415,1718372932.516,1718372932.52797,1718372932.53192,81.9931640625,0.00209307670593262,0.00735783576965332,0.0119731426239014,0.00394320487976074,6848.09048368148
326,json,500,82.0,1718372933.0256,1718372933.02765,1718372933.03596,1718372933.027,1718372933.04291,1718372933.04658,82.0,0.00204920768737793,0.00830960273742676,0.0159142017364502,0.00366449356079102,5152.63042142953
327,json,500,81.9921875,1718372933.53822,1718372933.54016,1718372933.54804,1718372933.54,1718372933.55774,1718372933.56021,81.9921875,0.00194096565246582,0.00787687301635742,0.0177407264709473,0.00246691703796387,4621.69278322806
328,json,500,81.98828125,1718372934.05001,1718372934.05201,1718372934.06171,1718372934.052,1718372934.06743,1718372934.07042,81.98828125,0.00200080871582031,0.00970196723937988,0.0154330730438232,0.00298357009887695,5312.5052293337
329,json,500,81.994140625,1718372934.56339,1718372934.56583,1718372934.5782,1718372934.565,1718372934.5834,1718372934.58614,81.994140625,0.00243782997131348,0.0123698711395264,0.0183987617492676,0.00274324417114258,4456.50320072567
330,json,500,81.9873046875,1718372935.07867,1718372935.08098,1718372935.09246,1718372935.08,1718372935.09903,1718372935.10278,81.9873046875,0.00230622291564941,0.011483907699585,0.019028902053833,0.0037539005279541,4308.56727600767
331,json,500,82.0048828125,1718372935.59424,1718372935.59548,1718372935.60494,1718372935.595,1718372935.61133,1718372935.61503,82.0048828125,0.00123882293701172,0.00946140289306641,0.0163319110870361,0.00369644165039062,5021.14433365936
332,json,500,81.9990234375,1718372936.10631,1718372936.11009,1718372936.12748,1718372936.11,1718372936.13969,1718372936.1426,81.9990234375,0.0037846565246582,0.0173828601837158,0.0296895503997803,0.00291180610656738,2761.88161603508
333,json,500,82.0068359375,1718372936.62866,1718372936.631,1718372936.63924,1718372936.631,1718372936.64451,1718372936.64981,82.0068359375,0.00234007835388184,0.00823688507080078,0.0135135650634766,0.00529718399047852,6068.4827099506
334,json,500,81.984375,1718372937.14455,1718372937.14955,1718372937.16379,1718372937.149,1718372937.16895,1718372937.17161,81.984375,0.00500178337097168,0.0142426490783691,0.0199480056762695,0.00266146659851074,4109.90333221781
335,json,500,81.9912109375,1718372937.66569,1718372937.66769,1718372937.67936,1718372937.667,1718372937.68414,1718372937.68651,81.9912109375,0.00199675559997559,0.0116746425628662,0.0171389579772949,0.00236868858337402,4783.90874440086
336,json,500,81.9853515625,1718372938.18118,1718372938.18312,1718372938.1927,1718372938.183,1718372938.20058,1718372938.20353,81.9853515625,0.00194096565246582,0.00957894325256348,0.0175774097442627,0.00295710563659668,4664.24534418447
337,json,500,81.9892578125,1718372938.69426,1718372938.69564,1718372938.70736,1718372938.695,1718372938.71836,1718372938.72155,81.9892578125,0.00138092041015625,0.011713981628418,0.0233588218688965,0.00319480895996094,3509.99114050666
338,json,500,81.9912109375,1718372939.20859,1718372939.21091,1718372939.22097,1718372939.21,1718372939.23084,1718372939.23378,81.9912109375,0.00232267379760742,0.0100569725036621,0.0208399295806885,0.00294208526611328,3934.33243716322
339,json,500,81.9951171875,1718372939.72155,1718372939.72388,1718372939.73194,1718372939.723,1718372939.73643,1718372939.73906,81.9951171875,0.00232458114624023,0.00806045532226563,0.0134282112121582,0.00262784957885742,6106.18316110934
340,json,500,81.984375,1718372940.23377,1718372940.23582,1718372940.24328,1718372940.235,1718372940.24878,1718372940.2528,81.984375,0.00205159187316895,0.00746297836303711,0.0137772560119629,0.00401902198791504,5950.70418440453
341,json,500,81.99609375,1718372940.74416,1718372940.74627,1718372940.75441,1718372940.746,1718372940.76251,1718372940.76795,81.99609375,0.00210976600646973,0.0081334114074707,0.016505241394043,0.00544881820678711,4967.88212861848
342,json,500,81.990234375,1718372941.25455,1718372941.25754,1718372941.26815,1718372941.257,1718372941.29745,1718372941.30044,81.990234375,0.00299358367919922,0.0106065273284912,0.0404448509216309,0.00299644470214844,2027.21069571676
343,json,500,81.982421875,1718372941.81028,1718372941.81531,1718372941.92504,1718372941.815,1718372941.93016,1718372941.93316,81.982421875,0.00503206253051758,0.109724760055542,0.115158796310425,0.00300359725952148,711.90759630733
344,json,500,81.994140625,1718372942.42716,1718372942.42916,1718372942.43744,1718372942.429,1718372942.44919,1718372942.45212,81.994140625,0.00199794769287109,0.0082855224609375,0.0201888084411621,0.0029289722442627,4061.36602187109
345,json,500,81.9990234375,1718372942.93872,1718372942.94068,1718372942.94884,1718372942.94,1718372942.95519,1718372942.95891,81.9990234375,0.00196695327758789,0.00815510749816895,0.0151863098144531,0.00372171401977539,5399.53579502638
346,json,500,81.9794921875,1718372943.4507,1718372943.45273,1718372943.4619,1718372943.452,1718372943.46713,1718372943.4742,81.9794921875,0.00203347206115723,0.00916218757629395,0.0151255130767822,0.00707721710205078,5419.94785706404
347,json,500,81.9931640625,1718372943.96392,1718372943.9658,1718372943.97415,1718372943.965,1718372943.98005,1718372943.98335,81.9931640625,0.00188231468200684,0.0083460807800293,0.0150516033172607,0.00329947471618652,5447.47043449336
348,json,500,81.99609375,1718372944.47536,1718372944.47777,1718372944.48657,1718372944.477,1718372944.49192,1718372944.49502,81.99609375,0.00240516662597656,0.0088045597076416,0.014923095703125,0.00309872627258301,5494.57668711656
349,json,500,81.9912109375,1718372944.98794,1718372944.99003,1718372945.00231,1718372944.99,1718372945.01176,1718372945.0146,81.9912109375,0.00208902359008789,0.0122761726379395,0.021761417388916,0.0028378963470459,3767.7330236431
350,json,500,81.9931640625,1718372945.50267,1718372945.50267,1718372945.51342,1718372945.502,1718372945.5197,1718372945.52478,81.9931640625,0.0,0.0107440948486328,0.0176999568939209,0.00508356094360352,4632.3934320236
351,json,1000,163.986328125,1718372946.01492,1718372946.01998,1718372946.04642,1718372946.019,1718372946.06172,1718372946.0699,163.986328125,0.00506424903869629,0.0264420509338379,0.0427150726318359,0.00818157196044922,3839.0740790355
352,json,1000,164.001953125,1718372946.54695,1718372946.551,1718372946.57828,1718372946.55,1718372946.59197,1718372946.59931,164.001953125,0.00405049324035645,0.0272798538208008,0.0419673919677734,0.00733852386474609,3907.8423851293
353,json,1000,163.990234375,1718372947.07851,1718372947.08282,1718372947.10315,1718372947.082,1718372947.1143,1718372947.12104,163.990234375,0.0043182373046875,0.0203254222869873,0.0322957038879395,0.00674891471862793,5077.7724165424
354,json,1000,163.974609375,1718372947.60385,1718372947.60886,1718372947.62722,1718372947.608,1718372947.63703,1718372947.64302,163.974609375,0.00500845909118652,0.0183596611022949,0.0290277004241943,0.00599527359008789,5648.9011178553
355,json,1000,163.9912109375,1718372948.12819,1718372948.13033,1718372948.15541,1718372948.13,1718372948.17068,1718372948.17615,163.9912109375,0.00214338302612305,0.025083065032959,0.0406768321990967,0.00547385215759277,4031.56298245717
356,json,1000,163.98828125,1718372948.65697,1718372948.6606,1718372948.67489,1718372948.66,1718372948.69112,1718372948.69728,163.98828125,0.0036323070526123,0.0142931938171387,0.0311203002929687,0.0061643123626709,5269.49546457465
357,json,1000,163.9892578125,1718372949.17564,1718372949.17967,1718372949.19663,1718372949.179,1718372949.20961,1718372949.21912,163.9892578125,0.00403952598571777,0.0169503688812256,0.0306069850921631,0.00951600074768066,5357.90301850049
358,json,1000,163.9892578125,1718372949.69783,1718372949.69991,1718372949.71553,1718372949.699,1718372949.72784,1718372949.73729,163.9892578125,0.00207757949829102,0.0156147480010986,0.0288412570953369,0.00945234298706055,5685.92614636808
359,json,1000,163.9794921875,1718372950.21754,1718372950.22202,1718372950.23931,1718372950.222,1718372950.26676,1718372950.2752,163.9794921875,0.00448155403137207,0.017291784286499,0.0447607040405273,0.0084383487701416,3663.46990518803
360,json,1000,163.9814453125,1718372950.74085,1718372950.7444,1718372950.75852,1718372950.744,1718372950.77038,1718372950.77728,163.9814453125,0.0035560131072998,0.0141160488128662,0.0263793468475342,0.00690364837646484,6216.28148188317
361,json,1000,163.9912109375,1718372951.26035,1718372951.265,1718372951.2834,1718372951.264,1718372951.29437,1718372951.30197,163.9912109375,0.00464296340942383,0.0183982849121094,0.0303699970245361,0.00760340690612793,5399.7769840086
362,json,1000,163.978515625,1718372951.78489,1718372951.78889,1718372951.80017,1718372951.788,1718372951.81331,1718372951.82122,163.978515625,0.00399994850158691,0.0112862586975098,0.0253055095672607,0.00791287422180176,6479.95311808101
363,json,1000,163.9833984375,1718372952.30091,1718372952.30091,1718372952.32888,1718372952.3,1718372952.33763,1718372952.3434,163.9833984375,0.0,0.0279667377471924,0.0376324653625488,0.0057671070098877,4357.49815638423
364,json,1000,163.99609375,1718372952.82978,1718372952.83509,1718372952.85068,1718372952.835,1718372952.85922,1718372952.86475,163.99609375,0.0053095817565918,0.0155811309814453,0.0242223739624023,0.00552272796630859,6770.43852120162
365,json,1000,163.9765625,1718372953.35151,1718372953.35151,1718372953.37136,1718372953.351,1718372953.38376,1718372953.39124,163.9765625,0.0,0.0198476314544678,0.0327591896057129,0.00747942924499512,5005.51339864049
366,json,1000,163.9814453125,1718372953.87216,1718372953.87716,1718372953.90327,1718372953.877,1718372953.91503,1718372953.92264,163.9814453125,0.00500941276550293,0.0261063575744629,0.0380327701568604,0.00760579109191895,4311.58300161107
367,json,1000,163.9833984375,1718372954.4046,1718372954.40763,1718372954.42371,1718372954.408,1718372954.43425,1718372954.44121,163.9833984375,0.00303292274475098,0.0160760879516602,0.0262517929077148,0.0069584846496582,6246.55995931267
368,json,1000,163.9814453125,1718372954.92592,1718372954.92987,1718372954.95078,1718372954.929,1718372954.9648,1718372954.97037,163.9814453125,0.0039522647857666,0.0209076404571533,0.0358011722564697,0.00556588172912598,4580.33731794541
369,json,1000,163.994140625,1718372955.452,1718372955.45599,1718372955.50806,1718372955.455,1718372955.52776,1718372955.53416,163.994140625,0.00399160385131836,0.0520763397216797,0.0727646350860596,0.00639796257019043,2253.76160316124
370,json,1000,163.9775390625,1718372956.00946,1718372956.01403,1718372956.08297,1718372956.014,1718372956.31336,1718372956.31955,163.9775390625,0.00456595420837402,0.0689380168914795,0.299360513687134,0.00619339942932129,547.759412364837
371,json,1000,163.98828125,1718372956.58349,1718372956.5885,1718372956.61113,1718372956.588,1718372956.62477,1718372956.63279,163.98828125,0.00500822067260742,0.0226354598999023,0.0367677211761475,0.00801777839660645,4460.11544921052
372,json,1000,163.9921875,1718372957.11141,1718372957.11643,1718372957.13245,1718372957.116,1718372957.14193,1718372957.15077,163.9921875,0.00502514839172363,0.0160174369812012,0.0259308815002441,0.00884366035461426,6324.20411540796
373,json,1000,163.98828125,1718372957.63412,1718372957.63716,1718372957.65225,1718372957.638,1718372957.66357,1718372957.6693,163.98828125,0.00303363800048828,0.0150940418243408,0.0255739688873291,0.00572991371154785,6412.31253437748
374,json,1000,163.990234375,1718372958.15381,1718372958.15881,1718372958.17482,1718372958.158,1718372958.18283,1718372958.19198,163.990234375,0.00500321388244629,0.0160064697265625,0.0248274803161621,0.00914978981018066,6605.19038930609
375,json,1000,163.98828125,1718372958.67641,1718372958.68038,1718372958.69422,1718372958.68,1718372958.7079,1718372958.71586,163.98828125,0.00397562980651855,0.013836145401001,0.0279026031494141,0.00795483589172363,5877.1678173491
376,json,1000,164.013671875,1718372959.1953,1718372959.19827,1718372959.21316,1718372959.198,1718372959.23097,1718372959.23726,164.013671875,0.0029759407043457,0.0148842334747314,0.0329701900482178,0.00628948211669922,4974.60498817676
377,json,1000,163.9638671875,1718372959.7149,1718372959.7179,1718372959.73181,1718372959.719,1718372959.74453,1718372959.75185,163.9638671875,0.00300860404968262,0.0139045715332031,0.0255293846130371,0.00732326507568359,6422.55462373223
378,json,1000,163.9970703125,1718372960.23301,1718372960.23605,1718372960.25567,1718372960.237,1718372960.26748,1718372960.27441,163.9970703125,0.00303387641906738,0.0196223258972168,0.0304756164550781,0.00693464279174805,5381.25522593566
379,json,1000,163.984375,1718372960.75709,1718372960.76109,1718372960.77574,1718372960.761,1718372960.7899,1718372960.79726,163.984375,0.0039982795715332,0.0146498680114746,0.0288970470428467,0.00735950469970703,5674.77966716995
380,json,1000,163.9873046875,1718372961.27614,1718372961.2803,1718372961.32507,1718372961.28,1718372961.34092,1718372961.34603,163.9873046875,0.00415992736816406,0.0447723865509033,0.0609233379364014,0.0051114559173584,2691.69927719142
381,json,1000,163.9892578125,1718372961.82754,1718372961.83153,1718372961.84787,1718372961.831,1718372961.86488,1718372961.87158,163.9892578125,0.00398993492126465,0.0163390636444092,0.0338778495788574,0.00670528411865234,4840.60410714034
382,json,1000,163.994140625,1718372962.34871,1718372962.35319,1718372962.36879,1718372962.353,1718372962.38039,1718372962.39037,163.994140625,0.00447630882263184,0.0155978202819824,0.0273900032043457,0.00997805595397949,5987.37208614056
383,json,1000,163.98828125,1718372962.8691,1718372962.87412,1718372962.89447,1718372962.874,1718372962.90475,1718372962.9128,163.98828125,0.00501728057861328,0.0203559398651123,0.0307493209838867,0.00805234909057617,5333.06999968985
384,json,1000,163.984375,1718372963.39569,1718372963.39978,1718372963.4278,1718372963.399,1718372963.43858,1718372963.44571,163.984375,0.0040888786315918,0.0280213356018066,0.0395772457122803,0.00713086128234863,4143.40038193001
385,json,1000,163.974609375,1718372963.92912,1718372963.93385,1718372963.96011,1718372963.933,1718372963.96612,1718372963.97661,163.974609375,0.00472664833068848,0.0262658596038818,0.0331227779388428,0.0104854106903076,4950.50897233799
386,json,1000,163.98046875,1718372964.4613,1718372964.46537,1718372964.4822,1718372964.466,1718372964.49277,1718372964.49908,163.98046875,0.00407266616821289,0.0168261528015137,0.0267679691314697,0.00630855560302734,6125.99588503024
387,json,1000,163.9755859375,1718372964.98429,1718372964.98823,1718372965.00647,1718372964.988,1718372965.01748,1718372965.02587,163.9755859375,0.00393962860107422,0.0182383060455322,0.0294761657714844,0.00838947296142578,5562.98899961175
388,json,1000,163.990234375,1718372965.50851,1718372965.51251,1718372965.52998,1718372965.513,1718372965.54708,1718372965.55327,163.990234375,0.00400161743164063,0.0174679756164551,0.0340769290924072,0.00619626045227051,4812.35365810997
389,json,1000,163.9794921875,1718372966.03203,1718372966.03603,1718372966.05641,1718372966.036,1718372966.08119,1718372966.08846,163.9794921875,0.00399589538574219,0.0203816890716553,0.0451898574829102,0.00727081298828125,3628.6791178643
390,json,1000,163.9697265625,1718372966.5575,1718372966.56158,1718372966.57913,1718372966.561,1718372966.58612,1718372966.59113,163.9697265625,0.00407600402832031,0.0175487995147705,0.0251176357269287,0.00500965118408203,6528.07168417955
391,json,1000,163.982421875,1718372967.07954,1718372967.08493,1718372967.09921,1718372967.084,1718372967.11182,1718372967.11871,163.982421875,0.00538778305053711,0.0142741203308105,0.0278153419494629,0.00689101219177246,5895.39478511306
392,json,1000,163.9873046875,1718372967.60028,1718372967.60028,1718372967.61863,1718372967.6,1718372967.63278,1718372967.64042,163.9873046875,0.0,0.0183465480804443,0.0327811241149902,0.00763463973999023,5002.49180327869
393,json,1000,163.974609375,1718372968.12013,1718372968.12361,1718372968.14519,1718372968.123,1718372968.15372,1718372968.16009,163.974609375,0.00348210334777832,0.0215737819671631,0.0307228565216064,0.00636935234069824,5337.21886373689
394,json,1000,164.0078125,1718372968.6464,1718372968.6517,1718372968.67836,1718372968.651,1718372968.691,1718372968.69656,164.0078125,0.00529336929321289,0.0266642570495605,0.0399956703186035,0.00556230545043945,4100.63917402864
395,json,1000,163.9912109375,1718372969.18013,1718372969.18416,1718372969.20155,1718372969.184,1718372969.21026,1718372969.21751,163.9912109375,0.00402379035949707,0.0173959732055664,0.0262620449066162,0.00725054740905762,6244.41895216566
396,json,1000,163.9892578125,1718372969.70228,1718372969.70228,1718372969.77837,1718372969.702,1718372969.80146,1718372969.80796,163.9892578125,0.0,0.0760843753814697,0.0994553565979004,0.00650310516357422,1648.87305643588
397,json,1000,163.990234375,1718372970.27971,1718372970.28371,1718372970.30086,1718372970.283,1718372970.31076,1718372970.3188,163.990234375,0.00399374961853027,0.0171535015106201,0.0277633666992187,0.0080416202545166,5906.71283319593
398,json,1000,163.990234375,1718372970.80158,1718372970.80158,1718372970.8218,1718372970.801,1718372970.83781,1718372970.84317,163.990234375,0.0,0.0202193260192871,0.0368146896362305,0.00535011291503906,4454.47825298552
399,json,1000,163.9951171875,1718372971.32341,1718372971.32782,1718372971.34333,1718372971.327,1718372971.35829,1718372971.36498,163.9951171875,0.00441837310791016,0.0155043601989746,0.0312855243682861,0.00669193267822266,5241.8848812309
400,json,1000,163.9794921875,1718372971.84517,1718372971.84915,1718372971.8625,1718372971.849,1718372971.87293,1718372971.87868,163.9794921875,0.00398349761962891,0.013350248336792,0.0239253044128418,0.00575351715087891,6853.81006477329
401,proto,500,39.513671875,1718372972.46706,1718372972.47026,1718372972.51504,1718372972.47,1718372972.51746,1718372972.51818,39.513671875,0.00319910049438477,0.0447747707366943,0.0474569797515869,0.000726461410522461,832.620872247537
402,proto,500,39.515625,1718372973.01733,1718372973.01961,1718372973.02649,1718372973.02,1718372973.03032,1718372973.0313,39.515625,0.00228357315063477,0.00687456130981445,0.0103194713592529,0.000982522964477539,3829.229582053
403,proto,500,39.5185546875,1718372973.52762,1718372973.53115,1718372973.54954,1718372973.531,1718372973.55154,1718372973.55279,39.5185546875,0.00352907180786133,0.0183908939361572,0.0205376148223877,0.00125503540039063,1924.20371251785
404,proto,500,39.505859375,1718372974.05091,1718372974.05295,1718372974.05809,1718372974.052,1718372974.06151,1718372974.06228,39.505859375,0.00203871726989746,0.0051422119140625,0.00951170921325684,0.000770807266235352,4153.3922546685
