,user_count,type,serialize_duration_mean,serialize_duration_sum,serialize_duration_var,serialize_duration_std,produce_duration_mean,produce_duration_sum,produce_duration_var,produce_duration_std,consume_duration_mean,consume_duration_sum,consume_duration_var,consume_duration_std,consumed_size_kb_mean,consumed_size_kb_sum,consumed_size_kb_var,consumed_size_kb_std,deserialize_duration_mean,deserialize_duration_sum,deserialize_duration_var,deserialize_duration_std,total_serialization_duration_mean,total_serialization_duration_sum,total_serialization_duration_var,total_serialization_duration_std,throughput_mbps_mean,throughput_mbps_sum,throughput_mbps_var,throughput_mbps_std,instance_count
10,2500,json,6.186666488647461,618.6666488647461,48.933786415959325,6.995268859447743,67.89953708648682,6789.953708648682,11417.871466303171,106.85444055491176,102.82336711883545,10282.336711883545,15256.731597866183,123.51814278828104,409.31125,40931.125,4.596691094600824,2.143989527633198,12.730860710144043,1273.0860710144043,15.585547931674556,3.947853585389731,18.917527198791504,1891.7527198791504,79.62004643892361,8.923006580683644,5.512784187532707,551.2784187532707,3.849025666308409,1.961893388109662,100
11,2500,proto,3.703732490539551,370.3732490539551,37.628287359508036,6.134190032881932,38.72941017150879,3872.941017150879,9555.396705312334,97.75170947514081,52.268521785736084,5226.852178573608,9436.281370130533,97.14052383084278,196.81017578125,19681.017578125,4.467535265142257,2.1136544810214977,1.5427637100219727,154.27637100219727,0.3684238054625489,0.6069792463194675,5.246496200561523,524.6496200561523,40.12371000568018,6.334327904812016,4.7215488192648785,472.15488192648786,1.2797588171961631,1.1312642561294701,100
12,5000,json,23.12460422515869,2312.460422515869,59.91190850422891,7.740278322142487,101.27551317214966,10127.551317214966,13579.43947569304,116.53085203366977,161.48651838302612,16148.651838302612,20160.307028033032,141.9869959821428,818.2962890625,81829.62890625,22.039786194310036,4.694655066595419,25.548160076141357,2554.8160076141357,70.0295050708948,8.368363344818077,48.67276430130005,4867.276430130005,184.15073969104677,13.570215167455775,6.208550618266028,620.8550618266029,4.4955413446843036,2.1202691679794583,100
13,5000,proto,27.779695987701416,2777.9695987701416,130.55666429672576,11.426139518521808,46.58100366592407,4658.100366592407,904.5924096360947,30.076442768986073,78.37852001190186,7837.852001190186,2194.4998147971473,46.84548873474528,393.234521484375,39323.4521484375,21.325377384821536,4.617940816513518,3.1037425994873047,310.37425994873047,2.9782127424396356,1.725749907269195,30.88343858718872,3088.343858718872,132.54996934839974,11.513034758411864,5.9544234398490845,595.4423439849085,4.163785144522518,2.0405355043523548,100
14,7500,json,34.25372362136841,3425.372362136841,108.90724356114684,10.43586333568751,112.71614789962769,11271.614789962769,1949.6675580332253,44.15504000715236,185.001380443573,18500.1380443573,3957.2789553351504,62.90690705586431,1227.281328125,122728.1328125,41.09017373441438,6.410161755713687,37.880637645721436,3788.0637645721436,65.66841073956856,8.103604799073592,72.13436126708984,7213.436126708984,228.01711004367357,15.10023543007438,7.033733987127394,703.3733987127393,3.1891364118287164,1.7858153353100976,100
15,7500,proto,38.599441051483154,3859.9441051483154,275.25292723554907,16.59074824218453,73.23164224624634,7323.164224624634,3749.3272700785005,61.23175050640395,118.32497596740723,11832.497596740723,7275.229037871519,85.29495317937351,589.6588671875,58965.88671875,42.40496756582558,6.511909671196736,4.614498615264893,461.44986152648926,8.686800189740657,2.947337813984114,43.21393966674805,4321.393966674805,294.2495812699188,17.153704593175167,5.93122148584564,593.122148584564,3.8264025844820893,1.9561192664257692,100
16,10000,json,43.605523109436035,4360.5523109436035,76.4800355218219,8.745286474542839,139.7976851463318,13979.768514633179,8320.92749885702,91.21911805568513,232.48565196990967,23248.565196990967,14273.694177952995,119.47256663331962,1636.592578125,163659.2578125,87.09909358169084,9.332689514908918,48.51096153259277,4851.096153259277,151.15093691931193,12.29434572961538,92.11648464202881,9211.64846420288,291.55495798010986,17.074980467927624,7.587656780455412,758.7656780455412,2.9082991954927855,1.7053736234305916,100
17,10000,proto,44.470837116241455,4447.0837116241455,119.42163789407884,10.928020767461913,74.21524286270142,7421.524286270142,1611.8174771613967,40.14744670787168,119.10493612289429,11910.493612289429,2571.0755233044456,50.7057740627677,786.46220703125,78646.220703125,83.3509957766292,9.12967665235901,4.702632427215576,470.2632427215576,6.556398062805393,2.5605464383223735,49.17346954345703,4917.346954345703,135.03366022742935,11.620398453901197,7.097673205910833,709.7673205910833,2.9782679473092837,1.7257659016533162,100
18,25000,json,136.8155550956726,13681.55550956726,3229.869732582374,56.831942889385495,481.25675916671753,48125.67591667175,98927.25693861082,314.5270368960526,810.543258190155,81054.3258190155,216664.91869361748,465.4727904975945,4091.4814453125,409148.14453125,69.57335568437703,8.341064421545791,134.9273943901062,13492.73943901062,1802.9997012395268,42.46174397312864,271.7429494857788,27174.29494857788,5101.601216321561,71.42549416224966,6.086475978567793,608.6475978567793,5.275895891804438,2.2969318430907864,100
19,25000,proto,155.52254915237427,15552.254915237427,4879.517375422978,69.8535423255183,242.43061542510986,24243.061542510986,24166.02283099994,155.4542467448218,416.86896324157715,41686.896324157715,67657.26396876176,260.1100997054166,1966.145263671875,196614.5263671875,91.695817492225,9.575793308766904,12.329065799713135,1232.9065799713135,16.650836674513823,4.08054367388879,167.8516149520874,16785.16149520874,5029.50145505967,70.9189781021954,5.815346973721144,581.5346973721144,5.22298803722834,2.285385752390248,100
20,40000,json,201.98204278945923,20198.204278945923,2764.4578435857134,52.57811182978819,736.1958765983582,73619.58765983582,130692.73637820774,361.5145036899733,1172.2315788269043,117223.15788269043,260102.53302984603,510.002483356548,6546.3703125,654637.03125,258.31565987943424,16.072201463378757,209.83933210372925,20983.933210372925,3004.4254469579573,54.812639481765125,411.8213748931885,41182.13748931885,7271.175030074587,85.27118522733566,6.151784258318582,615.1784258318581,3.184247382618155,1.7844459595678865,100
21,40000,proto,223.00206184387207,22300.206184387207,12106.784024710421,110.03083215494837,324.6496915817261,32464.969158172607,44418.866421741746,210.75783833998142,528.1517505645752,52815.17505645752,95026.14863936865,308.2631159243166,3145.8283203125,314582.83203125,270.9930772107056,16.461867367060933,16.188390254974365,1618.8390254974365,44.33954454249616,6.658794526225911,239.19045209884644,23919.045209884644,12268.628814012407,110.7638425390362,6.759996289934478,675.9996289934478,3.6115106686119973,1.9003975027904023,100
22,55000,json,363.04861068725586,36304.861068725586,17080.834061519152,130.6936649632229,1322.8759622573853,132287.59622573853,824586.3581469782,908.0673753345499,2157.5297117233276,215752.97117233276,1583375.91161256,1258.3226579906125,9001.2591796875,900125.91796875,235.1030686311054,15.333071076307753,373.1351041793823,37313.51041793823,16337.682348340775,127.8189436208138,736.1837148666382,73618.37148666382,41661.42558843968,204.11130686083922,5.049474372426053,504.94743724260525,3.9608219596098735,1.990181388620111,100
23,55000,proto,354.39682483673096,35439.682483673096,13361.026259141861,115.58990552440928,560.6490659713745,56064.90659713745,105291.84408450982,324.4870476375133,975.6647658348083,97566.47658348083,282574.48922906915,531.5773595903696,4325.511376953125,432551.1376953125,294.65966150254866,17.165653541375832,30.338635444641113,3033.8635444641113,123.34137623528564,11.105916271757394,384.73546028137207,38473.54602813721,13986.574468524004,118.26484882890607,5.364967323750756,536.4967323750756,4.601012566598569,2.1449971017692704,100
